city,state_id,lat,lng,zips
Buttonwillow,CA,35.4092,-119.4406,93206
March ARB,CA,33.8888,-117.2776,92571 92518
Plymouth,CA,38.4776,-120.8584,95669
Summerland,CA,34.4244,-119.5938,93067 93108
Jones Valley,CA,40.6999,-122.2405,96003
Pioneer,CA,38.4337,-120.586,95666
Orange Blossom,CA,37.8097,-120.7115,95361
Rouse,CA,37.6196,-121.0084,95351
Upper Lake,CA,39.1655,-122.9052,95485
Mount Hermon,CA,37.051,-122.0533,95018 95066 95041
Fruitdale,CA,37.3116,-121.9357,95128
Mariposa,CA,37.4912,-119.9722,95338
Elkhorn,CA,36.8103,-121.7212,93907 95012
Sea Ranch,CA,38.7165,-123.4527,95497
Taft Mosswood,CA,37.9139,-121.2831,95206
Penn Valley,CA,39.1954,-121.1942,95946
Bolinas,CA,37.9177,-122.7095,94924
Beale AFB,CA,39.1095,-121.3543,95903
Maxwell,CA,39.2771,-122.1946,95955
Grayson,CA,37.5646,-121.1801,95363
Biola,CA,36.7999,-120.021,93606 93630
Occidental,CA,38.4004,-122.9349,95465 95472 95419
Ladera,CA,37.3999,-122.1989,94028
Lake Don Pedro,CA,37.659,-120.3329,95311 95329
Laton,CA,36.4314,-119.6976,93242
Hydesville,CA,40.5579,-124.0822,95547 95540
Crowley Lake,CA,37.5689,-118.7463,93546
Eldridge,CA,38.3338,-122.5065,95442 95476
Blacklake,CA,35.0497,-120.5387,93444
Fairmead,CA,37.0775,-120.1937,93610
Bodega Bay,CA,38.325,-123.0309,94923
Knights Landing,CA,38.798,-121.7175,95645 95695
Rancho Tehama Reserve,CA,40.001,-122.442,96021
La Honda,CA,37.3182,-122.2651,94020 94062
Teviston,CA,35.9289,-119.2783,93256 93219
Glen Ellen,CA,38.3564,-122.5412,95442
Junction City,CA,40.7341,-123.0618,96048
Diablo,CA,37.8408,-121.9565,94506 94528
Penryn,CA,38.8482,-121.1698,95663 95650
Mokelumne Hill,CA,38.3057,-120.7061,95245
El Macero,CA,38.544,-121.6852,95618
Chualar,CA,36.5711,-121.5103,93925
Shandon,CA,35.6536,-120.3831,93461
Fort Hunter Liggett,CA,36.0019,-121.2381,93928
Stratford,CA,36.1885,-119.8222,93266
Douglas City,CA,40.6529,-122.9283,96024
Big River,CA,34.1393,-114.3604,92242
Mesa Verde,CA,33.5957,-114.7317,92225
Acalanes Ridge,CA,37.9046,-122.0786,94597
Lompico,CA,37.11,-122.0523,95018
Delft Colony,CA,36.5137,-119.4465,93618
Squirrel Mountain Valley,CA,35.6175,-118.4047,93240
Stebbins,CA,35.4056,-119.3142,93314
Maricopa,CA,35.0516,-119.4058,93252
North Edwards,CA,35.0474,-117.8093,93523
Riverdale Park,CA,37.6028,-121.0425,95358
Shell Ridge,CA,37.906,-122.0345,94598
Greeley Hill,CA,37.7505,-120.1228,95311
Blue Lake,CA,40.8814,-123.993,95525
Boonville,CA,39.0115,-123.374,95415
Santa Susana,CA,34.2586,-118.6642,93063
Valley Springs,CA,38.1694,-120.826,95252
Walnut Grove,CA,38.2478,-121.528,95680 95641 95690
Tahoma,CA,39.064,-120.1434,96142 96141
Soda Bay,CA,39.0024,-122.7794,95451
Johnstonville,CA,40.3791,-120.584,96130
Hopland,CA,38.9691,-123.1173,95449
Tres Pinos,CA,36.7904,-121.3105,95075 95023
Amador Pines,CA,38.4896,-120.5333,95666 95689
Inyokern,CA,35.6546,-117.8213,93527
Sultana,CA,36.5455,-119.3379,93666 93618
Willow Creek,CA,40.9385,-123.6412,95573
Los Olivos,CA,34.664,-120.117,93441
Alhambra Valley,CA,37.9668,-122.1361,94553
Gerber,CA,40.0614,-122.1482,96035
Sunol,CA,37.59,-121.8847,94586
Cobb,CA,38.8356,-122.723,95426
Silverado Resort,CA,38.3536,-122.2556,94558
Cedar Flat,CA,39.2101,-120.0965,96145 96140
Pasatiempo,CA,37.0034,-122.0265,95060
Pala,CA,33.3639,-117.0675,92059
Herald,CA,38.2913,-121.2318,95632 95638
Cleone,CA,39.4928,-123.7812,95437
Dunnigan,CA,38.8926,-121.9741,95937
Kettleman City,CA,36.0089,-119.9629,93239
Silverado,CA,33.7482,-117.6285,92676
Talmage,CA,39.1314,-123.1648,95482 95481
University of California-Merced,CA,37.3666,-120.4192,95340
Waterloo,CA,38.0365,-121.1846,95215
Los Alamos,CA,34.7419,-120.2746,93440
Jacumba,CA,32.6278,-116.1826,91934
Camanche North Shore,CA,38.2442,-120.9538,95640
Lake Hughes,CA,34.6832,-118.4588,93532
Lake of the Woods,CA,34.8225,-119.0025,93225
Independence,CA,36.8275,-118.2132,93526
Minkler,CA,36.7276,-119.4589,93657
McCloud,CA,41.2541,-122.1361,96057
Butte Valley,CA,39.6571,-121.6363,95965
Lebec,CA,34.845,-118.8992,93243
Alto,CA,37.9056,-122.5186,94941
Alpaugh,CA,35.889,-119.4858,93201
Linnell Camp,CA,36.3089,-119.2225,93292
Norris Canyon,CA,37.7457,-121.9881,94583
Yermo,CA,34.9073,-116.8235,92398
Indio Hills,CA,33.8411,-116.2484,92241
Tulelake,CA,41.9533,-121.4751,96134
Millville,CA,40.5576,-122.1697,96062 96073
Tuttletown,CA,38.0003,-120.4503,95370
Point Arena,CA,38.9123,-123.6955,95468
Geyserville,CA,38.7173,-122.9034,95441
Loyalton,CA,39.6768,-120.2448,96118
Manila,CA,40.8515,-124.163,95521
Tahoe Vista,CA,39.2478,-120.0533,96143 96148
Klamath,CA,41.5442,-124.0245,95548
Thornton,CA,38.2309,-121.4249,95632 95686
Petaluma Center,CA,38.2506,-122.7888,94952
Dorris,CA,41.9644,-121.9205,96023
Ballard,CA,34.6395,-120.1091,93463 93460
Berry Creek,CA,39.6314,-121.4052,95916
Challenge-Brownsville,CA,39.4646,-121.2633,95925 95919
Johnson Park,CA,40.9212,-121.6295,96013
Bradbury,CA,34.1536,-117.9684,91008
Butte Creek Canyon,CA,39.7489,-121.6968,95928
Catheys Valley,CA,37.4308,-120.0995,95306
Fieldbrook,CA,40.9723,-124.025,95519
Anchor Bay,CA,38.8126,-123.5704,95445
Westwood,CA,40.3049,-121.0036,96137
Monte Rio,CA,38.4684,-123.0148,95462 95486
Shelter Cove,CA,40.0389,-124.0558,95589
Mountain Gate,CA,40.7185,-122.3262,96003
Aguanga,CA,33.4522,-116.8555,92536
Kenwood,CA,38.4153,-122.5387,95452 95442
Hickman,CA,37.6193,-120.7513,95323
Wallace,CA,38.2039,-120.9609,95254
Mi-Wuk Village,CA,38.057,-120.1793,95346 95383
Deer Park,CA,38.536,-122.4679,94574 94576
Alta,CA,39.2138,-120.8033,95701
Lakeside,CA,35.2347,-119.0829,93311 93313
Patton Village,CA,40.1407,-120.1782,96113
Millerton,CA,36.9769,-119.6658,93626
East Tulare Villa,CA,36.2038,-119.2803,93274
Westley,CA,37.5469,-121.2009,95363 95387
North Gate,CA,37.9055,-121.9978,94598
Cedarville,CA,41.5281,-120.1748,96104
Clyde,CA,38.0253,-122.028,94520
Laytonville,CA,39.6715,-123.4945,95454
Doyle,CA,40.0275,-120.1173,96109
Ducor,CA,35.8927,-119.047,93218
Tranquillity,CA,36.648,-120.2526,93668
Peters,CA,37.9763,-121.0439,95236
Etna,CA,41.4582,-122.8945,96027
Modjeska,CA,33.7091,-117.6299,92676
Wilseyville,CA,38.3791,-120.5146,95248 95257 95255
Rail Road Flat,CA,38.3246,-120.5169,95245 95248
Fuller Acres,CA,35.3023,-118.9143,93307
Malaga,CA,36.6816,-119.7318,93725
West Goshen,CA,36.3492,-119.4574,93291
Kernville,CA,35.7533,-118.4321,93238
Madison,CA,38.675,-121.9702,95627 95653
Delleker,CA,39.8102,-120.4968,96122
Santa Margarita,CA,35.3895,-120.6081,93453
Rough and Ready,CA,39.234,-121.1381,95959 95975
Loleta,CA,40.6408,-124.2225,95551
Isleton,CA,38.1617,-121.6051,95641
Paradise Park,CA,37.0062,-122.0425,95060
Groveland,CA,37.8325,-120.2392,95321 95305
West Point,CA,38.406,-120.5365,95255
Fulton,CA,38.4937,-122.7734,95439
Mendocino,CA,39.311,-123.7908,95460
Dustin Acres,CA,35.2159,-119.375,93268
Matheny,CA,36.1707,-119.3516,93274
Manton,CA,40.4202,-121.854,96059
Buena Vista,CA,38.2975,-120.9174,95640
Fort Jones,CA,41.6086,-122.8409,96032
Potter Valley,CA,39.319,-123.1122,95469
Ripley,CA,33.5238,-114.653,92225
Chalfant,CA,37.5105,-118.375,93514
Lower Lake,CA,38.9118,-122.6084,95457
Wilkerson,CA,37.2794,-118.3877,93514
Lanare,CA,36.4377,-119.9322,93656
Lytle Creek,CA,34.2499,-117.5044,92358
Mountain Mesa,CA,35.6411,-118.4047,93240
Happy Camp,CA,41.8104,-123.3892,96039
College City,CA,39.0061,-122.0051,95912
Iron Horse,CA,39.7805,-120.4824,96122
Onyx,CA,35.6839,-118.2102,93255
Indianola,CA,40.8133,-124.0808,95503 95524
Elfin Forest,CA,33.0812,-117.1775,92029
Scotia,CA,40.4774,-124.1032,95565
El Nido,CA,37.1324,-120.4985,95317
San Geronimo,CA,38.0067,-122.6633,94963
Lee Vining,CA,37.9546,-119.1221,93541
Calpella,CA,39.2323,-123.197,95482
Mad River,CA,40.4325,-123.492,95552 95526
New Cuyama,CA,34.943,-119.6819,93254
Lake Almanor Country Club,CA,40.2578,-121.147,96137
La Vina,CA,36.8798,-120.1149,93637
Sierra Brooks,CA,39.6426,-120.2155,96118
Ballico,CA,37.4519,-120.7037,95303
Bend,CA,40.2561,-122.2095,96080
Davenport,CA,37.0176,-122.1881,95017
Vallecito,CA,38.0836,-120.4652,95251
Oak Run,CA,40.6902,-122.0285,96069
Graeagle,CA,39.7572,-120.6486,96103
Courtland,CA,38.3329,-121.557,95615
Lakehead,CA,40.9007,-122.3924,96051
Round Valley,CA,37.407,-118.5817,93514
Cantua Creek,CA,36.5001,-120.3163,93608
Plainview,CA,36.1431,-119.1355,93267
Dorrington,CA,38.3031,-120.2648,95223
Cold Springs,CA,38.7465,-120.8738,95667
Fields Landing,CA,40.7249,-124.2177,95537
Dobbins,CA,39.3657,-121.2128,95935
Pumpkin Center,CA,35.2653,-119.0324,93313
Fall River Mills,CA,41.0069,-121.4401,96028
Hamilton Branch,CA,40.2772,-121.0961,96137
Boulevard,CA,32.664,-116.2896,91905
El Portal,CA,37.6737,-119.787,95318
Cowan,CA,37.5601,-120.9888,95358
El Centro Naval Air Facility,CA,32.8252,-115.6681,92243
Newell,CA,41.8898,-121.3675,96134
Lockwood,CA,38.4867,-120.6035,95689
Baker,CA,35.2769,-116.0717,92309
Nipinnawasee,CA,37.4031,-119.7293,93601
Springville,CA,36.1225,-118.8228,93265
San Ardo,CA,36.0238,-120.9074,93450
Pescadero,CA,37.2507,-122.3725,94060
Proberta,CA,40.0761,-122.1776,96035 96080 96078
Meadow Valley,CA,39.9323,-121.083,95956
Cohasset,CA,39.9022,-121.7453,95973
Point Reyes Station,CA,38.0847,-122.8093,94956
Salyer,CA,40.886,-123.5807,95563
Bangor,CA,39.3761,-121.4117,95966 95901 95914
Desert Shores,CA,33.4041,-116.0394,92274
Keene,CA,35.2335,-118.6098,93531
Paloma,CA,38.2594,-120.7633,95252
Allensworth,CA,35.85,-119.3892,93219
Beckwourth,CA,39.8485,-120.4111,96122
Lemon Cove,CA,36.3809,-119.0284,93286 93244
Victor,CA,38.1385,-121.1987,95240 95253
Valley Acres,CA,35.2087,-119.4106,93268
Stirling City,CA,39.9064,-121.5361,95954 95978
Cazadero,CA,38.5265,-123.0978,95421
Bootjack,CA,37.4673,-119.8852,95338
Swall Meadows,CA,37.5061,-118.6426,93514
Carnelian Bay,CA,39.2336,-120.0764,95604 96140
Edison,CA,35.3473,-118.8698,93307 93220
Trinidad,CA,41.0589,-124.1434,95570
Potrero,CA,32.6131,-116.6068,91963
Seville,CA,36.4835,-119.2259,93292
Smith Corner,CA,35.4788,-119.2771,93263
Princeton,CA,39.4016,-122.0194,95970 95932
Rio Oso,CA,38.9518,-121.531,95674
Tonyville,CA,36.2474,-119.0903,93247
Twain,CA,40.0355,-121.0404,95984
East Orosi,CA,36.5481,-119.2599,93647
Plumas Eureka,CA,39.7982,-120.6645,96103
Kirkwood,CA,38.693,-120.0641,95646
Benbow,CA,40.0603,-123.7654,95542
Muir Beach,CA,37.8655,-122.5859,94965
Tehama,CA,40.0217,-122.1268,96090
Spaulding,CA,40.6557,-120.7863,96130
Gasquet,CA,41.8429,-123.9731,95543
McArthur,CA,41.0414,-121.4068,96056 96028
Greenville,CA,40.1336,-120.9454,95947
Oak Glen,CA,34.0448,-116.9497,92399
Meridian,CA,39.1405,-121.9078,95957
Yankee Hill,CA,39.7007,-121.5147,95965
Traver,CA,36.454,-119.4838,93673 93631
Lake Almanor West,CA,40.2336,-121.2021,96020
Miranda,CA,40.2289,-123.8173,95553
Edna,CA,35.2108,-120.606,93401
Chilcoot-Vinton,CA,39.8067,-120.1388,96105
Bridgeport,CA,38.2561,-119.2123,93517
Coloma,CA,38.8026,-120.8946,95667 95651 95613
Grimes,CA,39.0741,-121.8988,95950
Vernon,CA,34.0019,-118.2105,90058
Benton,CA,37.8189,-118.4845,93512 93514
Friant,CA,36.9848,-119.713,93626
Zayante,CA,37.0892,-122.0409,95018
Stinson Beach,CA,37.9026,-122.6501,94970
Olde Stockdale,CA,35.3476,-119.0794,93309
Woodville Farm Labor Camp,CA,36.0832,-119.1479,93257
California Pines,CA,41.4117,-120.6605,96101
Mesa,CA,37.419,-118.5424,93514
Terminous,CA,38.1153,-121.4896,95242
Del Dios,CA,33.0757,-117.119,92029
Ridgecrest Heights,CA,35.6019,-117.7042,93555
Shaver Lake,CA,37.0971,-119.3245,93664
Vina,CA,39.9343,-122.0517,96092
Coleville,CA,38.5806,-119.5029,96107
River Pines,CA,38.5455,-120.7428,95675
Honcut,CA,39.3326,-121.5388,95966
Hornbrook,CA,41.908,-122.5597,96044
Caspar,CA,39.3631,-123.8043,95460 95420
Bass Lake,CA,37.328,-119.5665,93604
Walker,CA,38.5185,-119.473,96107
Derby Acres,CA,35.244,-119.6038,93224
Bodega,CA,38.3488,-122.9711,95465 94922 94972
Glencoe,CA,38.3541,-120.5849,95245 95232
Mono City,CA,38.0321,-119.1474,93541
Herlong,CA,40.1417,-120.1397,96113
Clarksburg,CA,38.4193,-121.5416,95612
Forbestown,CA,39.53,-121.2689,95941
Loma Mar,CA,37.2658,-122.3007,94021
Mesa Vista,CA,38.8102,-119.8033,96120
Fairhaven,CA,40.7884,-124.2014,95564
Bombay Beach,CA,33.3556,-115.7269,92257
Mountain Ranch,CA,38.2117,-120.5311,95246
Robbins,CA,38.867,-121.7056,95676 95645
Bieber,CA,41.1332,-121.1295,96009
Crows Landing,CA,37.3944,-121.0752,95360 95313
Trinity Center,CA,40.9841,-122.7083,96091
San Simeon,CA,35.6182,-121.1374,93452
Orick,CA,41.2909,-124.0692,95555
Richvale,CA,39.4937,-121.7508,95965 95974
Bloomfield,CA,38.3183,-122.8502,94952
Canby,CA,41.4477,-120.8843,96015
Castella,CA,41.1549,-122.3032,96025 96017
Hood,CA,38.3693,-121.5155,95639
Coffee Creek,CA,41.0802,-122.7136,96091
Clipper Mills,CA,39.5325,-121.1665,95930
Di Giorgio,CA,35.2491,-118.8442,93203
El Adobe,CA,35.2451,-118.9589,93307
Acampo,CA,38.1735,-121.2797,95220
Lodoga,CA,39.3041,-122.5058,95979
Clear Creek,CA,40.3023,-121.0531,96137
Fort Washington,CA,36.8793,-119.7613,93720
Snelling,CA,37.5216,-120.4385,95369
Lake Almanor Peninsula,CA,40.2813,-121.1345,96137
Edmundson Acres,CA,35.2273,-118.8233,93203
Cressey,CA,37.421,-120.6557,95312 95388
Yolo,CA,38.7405,-121.8093,95697 95695
Cromberg,CA,39.8684,-120.6904,96103
Sand City,CA,36.6184,-121.8477,93955
Guinda,CA,38.8274,-122.1984,95637
Burnt Ranch,CA,40.8111,-123.5082,95527
Richfield,CA,39.9738,-122.1732,96021
Garden Farms,CA,35.4158,-120.6141,93422
Elmira,CA,38.3523,-121.9077,95625 95687
Raisin City,CA,36.6033,-119.9092,93652 93706
Trowbridge,CA,38.9264,-121.5149,95659 95674
Aspen Springs,CA,37.55,-118.7086,93546
Bear Valley,CA,37.5697,-120.1199,95338
Manchester,CA,38.9744,-123.6909,95459
Sierraville,CA,39.575,-120.3637,96126
Artois,CA,39.6331,-122.1898,95913
Grenada,CA,41.6406,-122.526,96038
Bear Creek,CA,37.2966,-120.4177,95340
Dos Palos Y,CA,37.0469,-120.6395,93620
Trinity Village,CA,40.8789,-123.5132,95527 95563
Montgomery Creek,CA,40.8415,-121.9215,96065 96084
Dillon Beach,CA,38.2436,-122.9562,94929 94971
Lindcove,CA,36.358,-119.0646,93221
Amador City,CA,38.4191,-120.8233,95601
Topaz,CA,38.6356,-119.5047,96133
French Gulch,CA,40.7166,-122.6312,96033 96095
Mexican Colony,CA,35.4689,-119.2687,93263
Albion,CA,39.2256,-123.7564,95410
Sierra City,CA,39.574,-120.6297,96125
East Shore,CA,40.2453,-121.0768,96137
June Lake,CA,37.7778,-119.0953,93529
Valley Home,CA,37.8272,-120.9143,95361
Pine Flat,CA,35.8746,-118.6428,93207
Hathaway Pines,CA,38.1919,-120.3655,95233 95224
Whitmore,CA,40.6149,-121.9355,96096
Bowles,CA,36.6089,-119.7526,93725
Monson,CA,36.4924,-119.336,93618
Old River,CA,35.2671,-119.1055,93311
Cassel,CA,40.9213,-121.5514,96016
Avery,CA,38.1967,-120.3698,95224
Smartsville,CA,39.2053,-121.2928,95977
Salton Sea Beach,CA,33.3759,-116.0113,92274
Alpine Village,CA,38.7793,-119.8077,96120
Homewood Canyon,CA,35.89,-117.3863,92328
Port Costa,CA,38.0446,-122.185,94569
Cherokee Strip,CA,35.4698,-119.2617,93263
Martell,CA,38.3644,-120.8036,95642 95654
Goodmanville,CA,35.4348,-118.939,93308
Tomales,CA,38.247,-122.9054,94971
Grangeville,CA,36.344,-119.7075,93230
Westside,CA,36.4042,-120.1341,93624
Spreckels,CA,36.6247,-121.6465,93962
Myers Flat,CA,40.2666,-123.8737,95554 95553
Greenhorn,CA,39.903,-120.759,95971
Volta,CA,37.0875,-120.9235,93635
Fiddletown,CA,38.5069,-120.7602,95629
Douglas Flat,CA,38.1144,-120.4549,95247 95251 95229
Volcano,CA,38.4506,-120.6218,95689
Sisquoc,CA,34.8621,-120.2943,93454
Industry,CA,34.0175,-117.9267,91748 91789 91745 91746 91744 91714 91715
Timber Cove,CA,38.541,-123.2589,95450 95421
San Lucas,CA,36.1283,-121.0218,93954
Three Rocks,CA,36.5051,-120.3936,93608
Markleeville,CA,38.684,-119.8228,96120
Midpines,CA,37.5524,-119.9289,95338 95345
Tupman,CA,35.2987,-119.3577,93276
Concow,CA,39.7733,-121.5196,95965
Soda Springs,CA,39.3248,-120.3786,95728
Downieville,CA,39.5701,-120.8213,95936
Fort Bidwell,CA,41.863,-120.1589,96112
Los Berros,CA,35.0809,-120.545,93420
Keswick,CA,40.6135,-122.4606,96001
Centerville,CA,36.7361,-119.4961,93657
Tecopa,CA,35.835,-116.2074,92389
Monmouth,CA,36.5656,-119.7405,93725
Macdoel,CA,41.8263,-122.0059,96058
Hardwick,CA,36.4026,-119.7208,93230
Desert Center,CA,33.7378,-115.3666,92239
Ruth,CA,40.2943,-123.3483,95552
Samoa,CA,40.8146,-124.1893,95564
Daphnedale Park,CA,41.507,-120.5472,96101
Ocotillo,CA,32.7431,-116.002,92259
Oak Shores,CA,35.7602,-120.9813,93426
El Rancho,CA,36.2207,-119.0684,93247
Round Mountain,CA,40.8006,-121.9375,96084
Monterey Park Tract,CA,37.5268,-121.0115,95307
Bluewater,CA,34.176,-114.264,92242
Sierra Village,CA,38.0765,-120.1629,95335 95346
Lockwood,CA,35.9412,-121.0802,93426 93932
Little River,CA,39.2702,-123.7818,95456
Cherokee,CA,39.6514,-121.5345,95965
East Nicolaus,CA,38.91,-121.5443,95659
Olancha,CA,36.2704,-118.0015,93549
Hypericum,CA,36.2562,-119.2169,93292
Mettler,CA,35.0635,-118.9729,93313
Moskowite Corner,CA,38.4464,-122.1944,94558
Big Bend,CA,41.0108,-121.924,96011
Mount Hebron,CA,41.7857,-122.008,96058
Wawona,CA,37.5447,-119.6387,95389
Washington,CA,39.3591,-120.7905,95959 95986
Mount Laguna,CA,32.8711,-116.4247,91948
Hiouchi,CA,41.7936,-124.0662,95531
Stevinson,CA,37.3247,-120.8497,95374
Big Lagoon,CA,41.1593,-124.1301,95570
Comptche,CA,39.2652,-123.5898,95427
Mountain Meadows,CA,35.0956,-118.4335,93561
Rumsey,CA,38.8902,-122.2404,95679
Mabie,CA,39.7771,-120.5447,96122
Nicasio,CA,38.0606,-122.7008,94946
North San Juan,CA,39.3719,-121.106,95960 95959
Sereno del Mar,CA,38.3836,-123.0733,94923
Woody,CA,35.7081,-118.8145,93287
Pike,CA,39.4278,-120.9997,95960
Camp Nelson,CA,36.142,-118.6108,93208 93265
Igo,CA,40.4992,-122.5458,96047
Nord,CA,39.7739,-121.9549,95973
Mineral,CA,40.3755,-121.5694,96063 96061
Rackerby,CA,39.4261,-121.3542,95914
Yettem,CA,36.4856,-119.256,93670 93292 93615
Clio,CA,39.7487,-120.5726,96106 96122
El Monte Mobile Village,CA,36.5471,-119.4251,93618
Gazelle,CA,41.5149,-122.5217,96034
Dutch Flat,CA,39.208,-120.8345,95714
Pajaro Dunes,CA,36.8722,-121.8101,95076
Stones Landing,CA,40.6974,-120.731,96130
Randsburg,CA,35.368,-117.6607,93554
Dales,CA,40.3155,-122.0604,96080
Furnace Creek,CA,36.4277,-116.8747,92328
New Pine Creek,CA,41.9872,-120.3009,97635
Whitley Gardens,CA,35.6574,-120.507,93446
Pierpoint,CA,36.1405,-118.6296,93208 93265
Stonyford,CA,39.3695,-122.5438,95979
Sunny Slopes,CA,37.5693,-118.6758,93546
Camptonville,CA,39.4521,-121.0487,95922
Farmington,CA,37.9299,-121.0044,95230 95215
Nicolaus,CA,38.8982,-121.5729,95659
Post Mountain,CA,40.416,-123.2316,96041
Kennedy Meadows,CA,36.0076,-118.1099,93527
La Grange,CA,37.6636,-120.4635,95329
Adin,CA,41.1948,-120.9501,96006
Goodyears Bar,CA,39.5459,-120.888,95944
Gold Mountain,CA,39.7613,-120.5191,96106 96122
Casmalia,CA,34.8378,-120.5309,93429
Rutherford,CA,38.4568,-122.4231,94573
Litchfield,CA,40.3877,-120.3807,96117
Hat Creek,CA,40.8101,-121.4809,96040
Weitchpec,CA,41.1969,-123.6939,95546
Drytown,CA,38.4397,-120.8587,95699
Tooleville,CA,36.2878,-119.1154,93221
Flournoy,CA,39.9284,-122.4458,96021 96029
Weott,CA,40.3226,-123.9209,95553 95571
Calpine,CA,39.6633,-120.4436,96124
Big Creek,CA,37.2035,-119.2485,93605 93634
Bradley,CA,35.8627,-120.8041,93426
Knights Ferry,CA,37.8199,-120.6704,95361
Robinson Mill,CA,39.4857,-121.3202,95966
Waukena,CA,36.1391,-119.511,93274
Tancred,CA,38.7619,-122.1547,95606
Johannesburg,CA,35.3719,-117.6419,93528
Cartago,CA,36.3123,-118.0261,93549
Darwin,CA,36.2688,-117.589,93522
Palo Verde,CA,33.4278,-114.7272,92266
Fellows,CA,35.178,-119.5472,93224
Verdi,CA,39.5238,-120.0165,89439
Tennant,CA,41.5822,-121.913,96058
Tuttle,CA,37.2965,-120.3789,95340 95341
Nubieber,CA,41.0967,-121.1816,96068
Carmet,CA,38.3743,-123.0719,94923
Ponderosa,CA,36.1051,-118.5293,93265
McKittrick,CA,35.298,-119.6249,93251
Alderpoint,CA,40.1613,-123.6158,95511
Sequoia Crest,CA,36.1858,-118.6256,93265
Chinese Camp,CA,37.8702,-120.4443,95327 95309
Rodriguez Camp,CA,35.809,-119.1388,93261
Paskenta,CA,39.8833,-122.5456,96074
Keddie,CA,40.0059,-120.9523,95971
C-Road,CA,39.7627,-120.577,96103 96106
Carrick,CA,41.4467,-122.3635,96094
Mount Bullion,CA,37.5082,-120.0437,95338
Foresta,CA,37.6983,-119.7552,95389
Crescent Mills,CA,40.1008,-120.9217,95934
Idlewild,CA,35.8096,-118.6704,93260
Williams Canyon,CA,33.7289,-117.6392,92676
Prattville,CA,40.206,-121.1575,95923
Elk Creek,CA,39.6004,-122.5375,95939
Mountain Center,CA,33.7112,-116.7248,92561
La Porte,CA,39.6725,-120.9852,95981
Lake Davis,CA,39.8564,-120.463,96122
Greenview,CA,41.5471,-122.9185,96037
Leggett,CA,39.8636,-123.7253,95585
Lookout,CA,41.2094,-121.1543,96054
Valley Ranch,CA,39.7403,-120.565,96106
Philo,CA,39.0657,-123.445,95466
Whitehawk,CA,39.7206,-120.5536,96106
Panorama Heights,CA,35.8068,-118.627,93260
Eagleville,CA,41.319,-120.1146,96110
Garey,CA,34.8869,-120.3141,93454
Rivergrove,CA,35.4403,-118.9411,93308
Alleghany,CA,39.4666,-120.8411,95910
Youngstown,CA,37.6481,-119.7182,95389
Moss Landing,CA,36.8019,-121.7872,95039
Glennville,CA,35.7242,-118.7152,93287 93226
Wilsonia,CA,36.7347,-118.9558,93633
Lake City,CA,41.646,-120.2255,96115
Mohawk Vista,CA,39.8048,-120.5883,96103
Madeline,CA,41.0514,-120.4755,96119
Salmon Creek,CA,38.3462,-123.0595,94923
Platina,CA,40.3591,-122.9042,96076
Cuyama,CA,34.9312,-119.6148,93254
Paynes Creek,CA,40.3409,-121.9174,96080 96075
Butte Meadows,CA,40.0871,-121.537,95942
Floriston,CA,39.393,-120.0149,96111
Ono,CA,40.4801,-122.6257,96047
Keeler,CA,36.4867,-117.8733,93530
California Hot Springs,CA,35.8876,-118.6551,93207
Long Barn,CA,38.0957,-120.1285,95335
Bucks Lake,CA,39.8797,-121.1941,95956 95984
Edgewood,CA,41.462,-122.426,96094
Shoshone,CA,35.951,-116.3056,92384
Jenner,CA,38.451,-123.1203,95450
Hyampom,CA,40.6262,-123.4689,96046
Kep'el,CA,41.2842,-123.819,95546
Redcrest,CA,40.3988,-123.9474,95569
Graniteville,CA,39.4442,-120.7361,95959
Jovista,CA,35.794,-119.1896,93215
Little Valley,CA,40.8931,-121.178,96056
Coulterville,CA,37.7123,-120.1967,95311
Alta Sierra,CA,35.7292,-118.5493,93285
Winterhaven,CA,32.7372,-114.6378,92283
Little Grass Valley,CA,39.7252,-120.959,95981
Wautec,CA,41.3543,-123.8623,95546
Canyondam,CA,40.1698,-121.0771,95923
Twin Lakes,CA,38.1695,-119.3422,93517
McClenney Tract,CA,35.822,-118.6477,93260
Sheep Ranch,CA,38.2075,-120.4602,95246
Sugarloaf Saw Mill,CA,35.8345,-118.6167,93260
Johnsville,CA,39.7663,-120.713,96103
Buck Meadows,CA,37.8104,-120.0687,95321
Posey,CA,35.8039,-118.6787,93260
Poso Park,CA,35.8113,-118.6363,93260
Freeport,CA,38.4636,-121.5022,95832
Almanor,CA,40.2146,-121.1763,95923
Likely,CA,41.2254,-120.5033,96116
Valley Ford,CA,38.3246,-122.9147,94952 94972
Sattley,CA,39.6265,-120.4357,96124
Sugarloaf Village,CA,35.8269,-118.6354,93260
Spring Garden,CA,39.9012,-120.7936,95971
Cedar Slope,CA,36.1455,-118.5788,93265
Tobin,CA,39.9358,-121.2965,95915
Tarina,CA,35.3807,-118.8171,93307 93220
Trona,CA,35.815,-117.3449,92328
Indian Falls,CA,40.0587,-120.9803,95934
Hornitos,CA,37.5026,-120.2388,95338 95325
Valley Wells,CA,35.8761,-117.3366,92328
Milford,CA,40.1634,-120.3686,96121
Silver City,CA,36.4663,-118.6495,93262
Old Station,CA,40.6722,-121.4227,96071
Fish Camp,CA,37.4778,-119.6393,93623
Oakville,CA,38.4383,-122.4067,94562 94558
